CLUE,ANS,POS
Greek letter D,delta,1
Supposes ,imagines,5
Body of land surrounded by water ,island,1
German city ,wiesbaden,12
Rebuff; short and blunt ,snub,9
Windpipe ,trachea,1
(Personification of) the soul ,psyche,3
Tears into strips ,shreds,2
Banana-like fruit ,plantain,6
Reveal ,disclose,3
Won victory over ,defeated,7
Distance between rails ,gauge,1
Tributary ,feeder,11
Pass through a filter ,strain,2
Locate or identify with precision ,pinpoint,1
"Of software, containing errors ",buggy,1
New and old parts of the Bible ,testament,1
Nervous ,on edge,19
Area of potential unrest ,hot spot,11
Female fox,vixen,3
Hard Italian cheese ,parmesan,1
Football attacker ,striker,1
Look; nobleman ,peer,1
