CLUE,ANS,POS,FOUND IN
Horse's gait - extreme leftist,trot,1,Left-footed trot
Tale ,yarn,11,"Yarn (informal, similar to a tale)"
It used to be call a love-apple ,tomato,10,"Cherry tomato (though not a true love-apple, its small size and sweetness might metaphorically relate to affection)"
Outlook,prospect,16,Prospective approach
Tart ,acid,2,Acidic flavor
Just coming into existence ,nascent,14,Nascent growth
Fear ,terror,20,In terror's grip
Charge with crime ,indict,2,Indicted
Enabling instructions for computer ,program,8,Startup programs list
Money bag ,purse,6,Financial purse
Cold dish ,salad,1,Chilled salad
Towards one's house ,homewards,20,Homewards journey
Onlookers ,audience,5,Audiences
"Gossip, maybe annoyingly ",natter,6,Lighthearted natter
Belgian surreal painter ,magritte,1,René Magritte
Vase with handles ,urn,8,Hellenistic urn
"Sinew, maybe 3 ",tendon,2,Tendons
Thread or tall tale ,yarn,6,Whimsical yarn
Slaughterhouse ,abattoir,5,Livestock abattoir
Harvests ,crops,7,Plentiful crops
Appointments ,dates,5,Confirmed dates
Charged particle,ion,1,Ionized
