CLUE,ANS,POS,FOUND IN
It's linked to the Mediterranean by the Suez Canal ,red sea,2,Red Sea (as it meets directly with the Mediterraneamocean at the canal's entrance)
Reproductive cells,ova,3,Ova (eggs)
Indicator on score of musical rhythm ,time signature,8,Time signature (notation indicating the number of beats in each bar and what note value is equivalent to one beat)
Adult swine ,hog,2,Hogs - correct; synonymous with pigs and can be used for adult ones.
Taken without the owner's consent ,stolen,6,"Boodle (a term from the Dutch word 'boedeel', meaning stolen merchandise or booty)"
Furtiveness ,stealth,1,Stealthy
Having put down roots,settled,2,Settled in
Temple of all the gods ,pantheon,1,"Pantheon (Latin root ""pan"" means all, ""theos"" means god)"
Pushing up the daisies ,dead,9,Resting in peace (a euphemism for being dead)
Church bench ,pew,2,Pew (a long bench seats set parallel to the altar)
Motor vehicles for heavy goods ,lorries,6,Articulated lorries
Strong cord ,rope,1,Braided rope
