CLUE,ANS,POS,FOUND IN
Lady of the night before ,eve,10,Mistress of ceremonies (historical role that could imply evening events)
Precious stones,gems,1,Gemstone
Arsonist ,pyromaniac,4,Pyromaniac (note: pyromaniacs have an affinity for fire but not all are arsonists)
"Unit of magnetic flux, composer ",weber,1,Weber (SI unit for magnetic flux)
Eve of All Saints' Day ,halloween,3,Halloween brink
Disastrous destiny ,doom,3,Doomsday scenario
Belonging to you ,yours,12,Rightfully yours
Clasp ,embrace,13,Embraced tightly
A very black colour of black ,jet,8,Jet-black
Out of breath ,puffing,9,Huffing and puffing
For a single time only ,once,3,Once in a lifetime
"___ Mitchell, Canadian singer-songwriter ",joni,7,Joni Mitchell
Goods being transported ,cargo,2,Cargo on the move
Exceed,surpass,3,Surpassing
"Sharpen, appetite say ",whet,7,Culinary whetstone
