CLUE,ANS,POS,FOUND IN
Small flat sweet cake ,biscuit,15,Shortcake biscuit
Die away ,dwindle,13,Dwindle slowly (often used metaphorically)
Dwell ,reside,10,Taking up residence
Soup spoon ,ladle,2,Broth ladle
Speak contemptuously or drink informally ,scoff,16,Scoffing at the concept of a non-alcoholic drink being enjoyable
Brushwood ,scrub,4,"Shrubland: An area dominated by dense growth of low-lying woody vegetation such as bushes or scrub, resembling the concept of brushwood."
Grime; rock music style ,grunge,19,"Grunge aesthetic (specific to 1990s rock style, but can describe general attributes of grime music and its influence on rock genres)"
Vote in ,elect,4,Electorate
Delicate ,frail,16,Frail but beautiful
Broken pieces ,fragments,15,Missing fragments
Such as is found in the Greek dish keftedes ,meatball,1,Meatballs
Slight advantage,edge,2,Minor edge
Expose ,unearth,14,"Unearth revelations: Discover unexpected insights, discoveries, or important information."
Somewhat rough (sea),choppy,15,Choppy bay area
Respectful and considerate ,polite,1,Polite demeanor
