CLUE,ANS,POS
Lose strength,weaken,7
Monstrous creature ,behemoth,2
Favouritism ,bias,1
Foreign (from outer space?),alien,13
Keenness for food ,appetite,1
Roman goddess of the hunt ,diana,2
"Bold, audacious ",daring,2
Immature form of an insect ,nymph,4
Tidy ,neat,4
Resembling soil,earthy,2
Politically-inspired murder ,assassination,1
Refusal to accept an unpalatable truth ,denial,1
"Southern German state, famous for its beer ",bavaria,1
Perfect for the purpose ,ideal,1
Layperson ,amateur,3
Comfy seat ,armchair,3
New York City borough,brooklyn,1
