CLUE,ANS,POS
Decoration ,embellishment,2
Person whose earnings support the family ,breadwinner,1
Man-made lake or tank,reservoir,1
Roman fortification between the Forth and Clyde ,antonine wall,1
False excuse ,pretext,3
Goes beyond ,exceeds,3
"French composer, d. 1963 - clone up (anag)",poulenc,4
Lizard that can change its skin colour ,chameleon,1
Not merited ,unearned,7
"Fake, phoney ",bogus,1
Obscured ,veiled,8
Zero,nil,20
"Subject to change, variable ",unstable,7
Hairstyle cut shortly and evenly all round,bob,1
Soundless ,silent,1
Blades of windmill or propellers ,vanes,5
Resident ,citizen,5
Capital of South Carolina ,columbia,1
"Guest, caller ",visitor,1
Vigour ,energy,2
Morally right ,ethical,1
Take a chance ,risk,1
Coterie ,clique,2
Organ of sight ,eye,1
Unruffled ,composed,6
"Motives, rounds ",reasons,7
Jealous emotion - deadly sin,envy,1
