CLUE,ANS,POS
Place of worship,temple,3
Self-service meal,buffet,1
Threadlike strands growing from the skin ,hair,1
Jutting part of lower jaw,chin,1
"Ancient Asian city, now in Jordan ",petra,1
Pulchritude,beauty,1
Took a loan of ,borrowed,1
Natural gift ,talent,1
Measure of light emitted ,candlepower,9
Blown-up photo ,enlargement,1
Treatment centre ,clinic,1
Wool from long-haired goats ,angora,1
State of southern US ,alabama,1
Fairground's pink confection,candy floss,2
"Jeffrey, bowman? ",archer,1
Hoodlum ,thug,1
Countrified,rural,1
Musical dramas ,operas,1
Means of detecting and locating distant objects,radar,1
Modern Constantinople ,istanbul,1
