CLUE,ANS,POS
Large waterbird ,goose,4
Absorptive process ,osmosis,5
Culinary herb ,thyme,1
Cymru ,wales,1
Dispute (a statement) ,challenge,5
"Feigns, dissembles ",pretends,5
Smoke-stack ,funnel,3
Mongrel - cross,hybrid,1
Guard ,sentry,6
Possibly,maybe,10
Painful heart condition ,angina,1
European river ,danube,1
Unchanging in pitch ,monotone,1
Jump suddenly ,leap,3
Iran's capital ,tehran,1
"Of better quality, like American lake ",superior,1
Temporarily inactive ,dormant,14
Blacksmith's block,anvil,1
Take out ,extract,4
