CLUE,ANS,POS
Food for queen and larvae ,royal jelly,1
Keep back ,withhold,6
Long heroic story ,saga,2
Betrayal of a trust ,treachery,1
Descend vertical slope using rope ,abseil,1
"Hard to pin down, slippery ",elusive,1
Pulled along roughly ,dragged,1
Remove hair (which could be narrow) ,shave,1
Patron or backer ,sponsor,3
Solid - business ,firm,12
Cavalry sword ,sabre,2
Knee-cap ,patella,1
A clairvoyant ,seer,2
Prophet ,oracle,2
Official ban on trade ,embargo,1
Wide area ,expanse,3
Xylophone-like instr. ,marimba,1
A one-storey dwelling house ,bungalow,1
