CLUE,ANS,POS
"Japanese dish, often cooked at table",sukiyaki,1
Kind of small trout - burn it black ,char,4
Tolerate,bear,5
Break loose - flight,escape,6
Escape route ,egress,1
Equipped with weapons ,armed,1
Capable to be read ,legible,1
Carry ,bear,9
Tap (US) ,faucet,1
Customs and conventions ,mores,2
Temporary period of quiet ,lull,6
Indian city ,delhi,2
"Strength, vitality ",energy,2
Female peer ,lady,1
Seafarer ,mariner,1
He's the one owed the money ,creditor,3
Mad dog disease ,rabies,2
Liable to sulking,moody,2
Evergreen shrub ,oleander,15
Wooster's valet,jeeves,1
Skull ,cranium,1
Gala ,carnival,7
Make a speech ,orate,1
Relating to vision ,optic,3
