CLUE,ANS,OUTPUT
Encourages ,urges,"['Motivation', 'Inspiration', 'Support', 'Praise', 'Recognition', 'Affirmation', 'Applause', 'Endorsement', 'Facilitation', 'Promotion', 'Stimulation', 'Inducement', 'Assistance', 'Encouragement', 'Spur', 'Nudge', 'Prodding', 'Urging', 'Incitement', 'Pep Talk']"
Basket of strawberries ,punnet,"['Pincushion', 'Fruitbasket', 'Berrybowl', 'Strawberrypot', 'Raspberrybox', 'Blackberryjar', 'Blueberrycup', 'Pomegranatebag', 'Cherrycrate', 'Apricotplate', 'Peachpacket', 'Applebasket', 'Grapevinecontainer', 'Plumpouch', 'Ripewreath (a decorative arrangement of fruits)', 'Currantclusters (for clusters of currants, but can also be used metaphorically for strawberries)', 'Strawberryjar', 'Basketfuls (referring to the amount in a basket; contextually associated with fruits like strawberries)', 'Fruitcrumble (a dessert that could involve a berry mixture, metaphorically related to a ""basket of strawberries"")', 'Strawberrycupboard (the storage place for a collection of baskets with strawberries)']"
"Inconclusive as to the outcome (race, match, etc)",nip and tuck,"['Unresolved', 'Indeterminate', 'Undecided', 'Pending', 'Suspended', 'Tied', 'Evenly matched', 'Awaiting results', 'Marginally different', 'Uncertain', 'Fluid', 'Deliberate', 'Equivocal', 'Hesitant', 'Ambiguous', 'Open-ended', 'Inconclusive', 'Unsettled', 'Undetermined', 'Ambivalent']"
Comparatively good ,better,"['Superior', 'Exceptional', 'Above-average', 'First-rate', 'Premium', 'Outstanding', 'Excellent', 'Admirable', 'Noteworthy', 'Notable', 'Prominent', 'Superlative', 'Virtuous', 'Impressive', 'Distinguished', 'Exceptionalism', 'Peerless', 'Unparalleled', 'First-class', 'Stellar']"
From the time that ,since,"['Era', 'Period', 'Age', 'Decade', 'Century', 'Millennium', 'Epoch', 'Timeframe', 'Phase', 'Generation', 'Historical era (specific example: The Renaissance)', 'Geologic age (specific example: Jurassic period)', 'Chronological span (broad term)', 'Temporal segmentation', ""Lifespan (referring to a human's life duration)"", 'Historical juncture (specific event-based instance)', 'Prehistoric times (referring to the time before written history)']"
Limited ,finite,"['Constrained', 'Restricted', 'Confined', 'Boundary-limited', 'Capacity-restricted', 'Scope-limited', 'Size-constrained', 'Quantity-limited', 'Time-bound', 'Space-limited', 'Resource-limited', 'Access-limited', 'Potential-limited', 'Possibility-limited', 'Scope-restricted', 'Condition-limited', 'Opportunity-limited', 'Freedom-limited', 'Expansion-limited', 'Growth-limited']"
Something to talk about?,conversation piece,"['Topic', 'Discussion', 'Debate', 'Dialogue', 'Chat', 'Conversation', 'Talking Points', 'Subject Matter', 'Theme', 'Gist', 'Agenda', 'Remark', 'Topic of Interest', 'Hot Topic', 'Concern', 'Issue', 'Conundrum', 'Dilemma', 'Matter under consideration', 'Substance']"
Greater in size ,larger,"['Mammoth - An extinct species of enormous mammal, known for its large size and presence during the Ice Age.', 'Elephant - A large herbivorous mammal with a long trunk, tusks, and a massive body.', 'Whale - The largest marine animals on Earth, found in oceans worldwide.', 'Blue whale - The largest animal ever known to have existed, reaching lengths of up to 100 feet.', 'Tyrannosaurus rex (T-rex) - A large carnivorous dinosaur with an estimated length of up to 40 feet.', 'Giraffe - The tallest land animal on Earth, reaching heights of up to six meters.', ""Redwood tree - Some species are among the world's largest and oldest trees."", 'Sequoia - A genus of five large, evergreen trees native to North America with impressive sizes.', 'Giant sequoia - The largest single organism on Earth by mass, reaching heights up to 320 feet.', 'Baobab tree - An African tree known for its massive trunk and ability to store large amounts of water.', 'Stately house - A type of large and imposing residential building, typically in the English countryside.', 'Skyscraper - The tallest buildings in urban areas, often exceeding 100 stories.', 'Megalodon - An extinct species of prehistoric shark that was once believed to have reached lengths up to 60 feet.', 'Mountain - A massive landform with a peak above the surrounding terrain, such as Mount Everest (the highest mountain on Earth).', 'Ocean trench - The deepest parts of the ocean floor, some reaching depths over 36,000 feet like the Mariana Trench.', ""Volcano - A geological feature formed by molten rock erupting from beneath the Earth's surface; Mauna Loa in Hawaii is one of the largest volcanoes on Earth."", 'Canyon - Large, steep-sided gorge or valley carved by a river or other natural processes, such as the Grand Canyon in Arizona.', 'Iceberg - A large piece of freshwater ice that has broken off from glaciers or ice shelves and is floating freely in open water; they can reach sizes up to 100 feet tall and thousands of feet long.', 'Fossilized dinosaur bone - Remnants of ancient creatures, some reaching lengths that make them one of the largest animals ever known to have lived on Earth.', 'Dome-shaped mound (megalith) - A large artificial earthwork or stone structure with a circular dome shape, such as Stonehenge in England.']"
Ignites or illuminates ,lights,"['Flame', 'Fire', 'Spark', 'Torch', 'Lamp', 'Candle', 'Beam (of light)', 'Glow', 'Illuminate', 'Enlighten', 'Blaze', 'Sparks (small pieces of burning material)', 'Flare', 'Incandescence', 'Radiance', 'Luminescence', 'Brilliance', 'Illuminate', 'Gleam', 'Shine']"
Unisex,epicene,"['They', 'Zee', 'Pronoun', 'Non-binary', 'Xenogender', 'Pangender', 'Genderqueer', 'Agender', 'Androgynous', 'Bigender', 'Two-Spirit', 'Unicorn', 'Intersex', 'Nonconforming', 'Neutrois', 'Demiflux/Demihyper', 'Flexible', 'Androgynous fashion', 'Genderfluid', 'Unisex brand']"
Referee ,adjudicate,"['Arbiter', 'Umpire', 'Officiant', 'Judge', 'Commissioner', 'Referee (general term)', 'Steward', 'Custodian', 'Inspector', 'Auditor', 'Regulator', 'Arbiter (Scottish English usage)', 'Sentinel', 'Guardian', 'Enforcer', 'Overseer', 'Supervisor', 'Monitor', 'Watchman', 'Moderator']"
Tightrope ,high wire,"['Balance beam', 'Aerialists', 'Highwire artist', 'Acrobatics', 'Gymnastics', 'Trapezists', 'Tightrope walker', 'Circus performers', 'Skillful maneuvering', 'Narrow pathway', 'Extreme sport', 'Precision performance', 'Equestrian skills', 'Stilt-walking ', 'Silk rope walker', 'Act of tightrope walking', 'Equilibrium artist', 'Daredevil stunt', 'Agile movement', 'Vertical challenge']"
