CLUE,ANS,POS
Second-hand ,used,2
Royal mansion ,palace,1
Petty quarrel ,squabble,7
Hoodlum,gangster,4
Not far away ,nearby,1
Citrus fruit ,lemon,2
An informal toilet ,loo,4
Slanting ,oblique,2
Fibre got from goats ,mohair,2
Is the narrator a bank clerk? ,teller,2
Properties that have money value ,assets,1
Old Testament prophet ,isaiah,10
Next to ,alongside,8
Grasp - eggs - car pedal,clutch,6
Stellar system ,galaxy,1
Control ,restrict,9
Power to influence ,leverage,7
Interrogate ,question,1
Find out ,ascertain,9
"Safe, free from danger ",secure,1
Repeat fixture ,replay,3
Very drunk ,plastered,4
Looker-on ,spectator,2
Suitable ,fit,3
Hard felt hat ,bowler,1
US state ,illinois,13
Feeling penitent or guilty ,contrite,5
Brief and to the point ,concise,1
Narrow passage in sea ,strait,2
Type of flower ,lily,3
Full of exciting adventures (as costume drama) ,swashbuckling,16
Commerce ,trade,1
"Irritating, annoying ",irksome,8
Craft or container ,vessel,1
