CLUE,ANS,POS,FOUND IN
Variety of cabbage ,cauliflower,11,Cauliflower cousins
"Plant stems, edible when cooked ",rhubarb,2,Rhubarb (stalks are used in desserts like pies)
City devastated in World War II ,coventry,3,"Coventry (England, UK)"
Because -- from the time when ,since,3,"Technology - ""Because technology evolves rapidly since its inception."""
Convert into bone ,ossify,3,Ossify (forming bone; also a term for becoming rigid in habits or beliefs)
Bodkin ,needle,1,Type of needle used in bookbinding
Catch fire ,ignite,7,Ignite (present tense form)
Detective ,sleuth,4,She may even consider broader concepts like 'sleuth' or idiomatic expressions that are linked with detection.
Illuminated ,lit,12,Brightness (quality of producing much light; could fit metaphorically as well)
Prizes or remunerations ,rewards,2,"Rewards (5) - This fits perfectly in a standard 5-letter space, referring generally to prizes or rewards given for achievements or successes."
In place of ,instead,19,"In the absence of one item, use another similar thing instead: Substitute"
Constituent of quartz ,silica,1,"Evelyn Witts, I would suggest the term ""silica"" for a constituent of quartz:"
Jewish salutation ,shalom,1,Shalom aleichem
Seldom ,rarely,2,Rarely occurring
