CLUE,ANS,POS
Pungent red salad root ,radish,3
So long,adieu,1
Single piece of sand etc,grain,1
Harmless untruths ,white lies,1
Backlash,repercussion,2
French cathedral city ,chartres,1
Contort ,twist,1
Serviette ,napkin,1
Excessively instructive ,didactic,2
Well-known or famous person ,celebrity,1
Yellow fruit ,banana,1
Root vegetable ,parsnip,3
Large sailing ship ,galleon,2
Hangman's loop ,noose,2
Whimsical - amusing,droll,19
Of the moon ,lunar,1
Watery part of milk ,whey,2
Wanderer ,nomad,1
Relating to the kidneys ,renal,1
Smooth little stone ,pebble,1
Slaughterhouse ,abattoir,1
Older or higher in standing ,senior,1
Very bright red ,scarlet,4
Motif of intertwined initials ,monogram,1
