CLUE,ANS,POS
French impressionist painter ,renoir,3
Composer or performer ,musician,6
"Behemoths, titans ",giants,42
Intensely; harshly ,severely,47
Burial place ,tomb,50
"Small beetle, crop pest ",weevil,3
Reckoning of a debt or of votes ,tally,3
Jealousy ,envy,42
Computer network ,internet,25
Spanish city; orange type ,seville,25
Tin alloy used to make plates and mugs,pewter,42
The Ram ,aries,42
Striped equine ,zebra,42
"Stately old dance, takes only a minute ",minuet,3
Rather inferior,mediocre,7
To a small degree ,slightly,42
Arrogant people are often described as high and . . . . . . ,mighty,4
