CLUE,ANS,POS,FOUND IN
Blemish ,scar,17,Marked with scars
"Memento, keepsake ",souvenir,6,Precious souvenir
'The knee of an horse' (Johnson) ,pastern,4,"Pastern (horse's front leg, similar to a human ankle)"
"Smear, daub ",smudge,9,Smudged surface
Interior ,internal,2,Internal space
Christopher Robin's bear ,pooh,1,Winnie-the-Pooh
Head of corn ,ear,2,Earliest variety
Of system of land-holding in Middle Ages ,feudal,3,"Feudal tenure: This refers to the hierarchical system of land ownership whereby lords granted plots of land (fiefs) to vassals (knights or lower-ranking nobles) in exchange for service, loyalty, and military support"
Line joining equally hot spots ,isotherm,8,Isothermal line
African language ,zulu,2,"Zulu: ""Ubushesha kufuna kwethu"" (Meaning: We have no food for you)"
Reptile with shell,tortoise,11,Tortoises and terrapins (subgroups of turtles)
Spud ,potato,1,Potato-based dish
(Of business organisations) charitable ,not-for-profit,24,"Charity marketing: Strategies utilized by not-for-profits (charities) to promote their cause(s), fundraising activities, or advocacy campaigns through various communication channels like social media, email newsletters, events, and partnerships with businesses"
Evil in nature ,malign,3,Malignant
Nevertheless ,after all,18,Even after all this
Abstaining from alcohol ,teetotal,2,Teetotaler
Stench ,reek,7,Reeking
Robin Hood's forest ,sherwood,2,Sherwood kingdom
