CLUE,ANS,POS
Small barrels as for beer ,kegs,1
Insect drawn to flame ,moth,1
Standard of perfection ,ideal,1
Salt water expanse,ocean,1
Uncontrollable muscle contractions ,spasms,1
Home made of blocks of snow ,igloo,1
Incendiarism ,arson,3
Old cartoon sailor,popeye,4
Creator of ceramics ,potter,1
Merciful ,lenient,16
Hereditary molecule ,gene,1
String quartet instrument,cello,3
"TV's USS Enterprise, for instance ",starship,1
Unconscious state ,coma,6
He's not involved - just observing ,onlooker,15
Colour of embarrassment? ,scarlet,6
One looking after youngsters,child minder,13
Syncopated music style ,ragtime,4
Falsehood ,untruth,4
Accent ,emphasis,2
