CLUE,ANS,POS,FOUND IN
"Clothing, apparel",attire,1,Fashionable attire
Agra tourist attraction ,taj mahal,1,"The Taj Mahal: An iconic mausoleum representing the apex of Mughal architecture in India, reflecting rich history and cultural diversity."
Two times ,twice,5,Twice a day
Pay a quick informal visit,pop in,11,Last-minute pop in
Self-satisfied ,smug,20,Smug satisfaction from personal achievements
Widespread killing ,massacre,8,Widespread massacre
"Make out, distinguish by eye ",discern,3,Easily discernible
Decisions of courts on issues of fact or law ,findings,8,Findings (of fact)
Qualified - expert ,able,7,Knowledgeable
Automatic machine ,robot,4,Robotic
Desiccating ,drying,1,Drying out or dehydrating
Knickers,drawers,9,Drawers: Informal term for underwear that fits close to the body and covers the legs; this might be confused with knicker terminology when referring to loose-fitting leg coverings.
Pre-Aztec Mexicans ,toltecs,2,"Mesoamerican inhabitants before Aztecs: Olmecs, Toltecs, Mayans"
Lively Parisian dance ,cancan,12,French cancan
Dead ,extinct,15,Extinct (if referring to an organism)
Shoves ,pushes,1,Pushes with force
"Of one from Warsaw, say ",polish,1,Polish origin: Warszawianka
Brigham Young state ,utah,2,Utah City founder
Home loan ,mortgage,1,Mortgage financing
Patois ,dialect,2,"Dialect: regional variety of a language characterized by distinct vocabulary, pronunciation, and grammar rules."
Warning of danger ,alert,3,Alert notice
River flowing through Russia and Kazakhstan to the Caspian,ural,2,Ural River
Take small bites from ,nibble,3,Tiny nibbles
Dark-red fruit ,plum,4,Garnet plum
