CLUE,ANS,POS
Quantity of unfinished work ,backlog,1
Plant fibre ,cotton,1
"Bold, willing to take chance ",daring,2
Make a harsh rasping sound,grate,2
Hindu prince ,maharaja,2
Family ,kin,13
Walks with an arrogant manner,swaggers,1
Performance of music by a soloist ,recital,2
Polish composer of much piano music ,chopin,1
Colour it's healthy to be in ,pink,7
Nervous ,on edge,5
Varied much prized flower ,orchid,6
Naive or not guilty ,innocent,3
"Wife of Henry VIII, d. 1537",jane seymour,4
Agreement ,accord,2
Move downwards ,descend,1
Blizzard,snowstorm,1
