CLUE,ANS,POS
Pigment from the cuttlefish,sepia,12
"Honourable, sincere ",honest,3
Row; level ,tier,12
Spray can ,aerosol,1
'West Side Story' heroine ,maria,1
Unit of resistance ,ohm,1
Question ,query,2
A small quarrel ,spat,5
"Is, lives ",exists,1
Red gemstone,garnet,2
Improper application ,misuse,1
Sample ,specimen,5
Collision ,impact,7
Scandinavian country ,sweden,4
Craved ,yearned,2
Hazard ,peril,6
Place of execution ,gallows,1
Fatigued ,tired,3
Flightless bird,emu,2
Hollywood award ,oscar,1
Buyer of goods,consumer,1
