CLUE,ANS,POS
Feudal subject ,serf,1
Fanaticism ,zealotry,2
Opportunity or luck ,chance,1
Good at speaking (a foreign language?),fluent,3
Time without end ,infinity,1
Italian city with leaning tower ,pisa,1
Take a case to a higher court for review ,appeal,1
Trade (anag.) ,rated,3
Angle in astronomy ,azimuth,7
Cease ,stop,2
"Start, beginning ",onset,7
Stab with a needle ,prick,2
Despotism ,tyranny,2
Appreciate ,admire,2
"Peacock or red admiral, for example",butterfly,1
Pose; point of view ,attitude,13
Obligation,duty,1
