CLUE,ANS,POS
Comparable (to) ,analogous,1
One without mother or father ,orphan,1
A conductor wields it ,baton,1
Harsh ,severe,3
Individual unit in a list ,item,2
Divided peninsula ,korea,5
Land jutting into sea ,point,7
Make young again ,rejuvenate,1
Favouring separation from a church ,schismatic,7
Job favouritism shown to relatives ,nepotism,1
"Sudden, short attack ",raid,7
Tanned animal skin ,leather,8
Superior skill,artistry,20
Uppermost point ,apex,3
In danger ,at risk,8
Implements ,tools,1
A fool being cool and remote ,aloof,1
Interfere ,meddle,1
Simple - computer language ,basic,1
Reject ,spurn,4
Loafer ,idler,2
Hole for e.g. coin ,slot,1
Adoration ,worship,1
