CLUE,ANS,POS
Stipulation,proviso,3
Monumental (task) ,herculean,2
Burrowing marsupial ,wombat,1
Cycling arena,velodrome,1
One has great sensitivity to beauty,aesthete,1
Frighten ,scare,1
Nocturnal bird ,owl,1
Rarely,seldom,2
Braids ,plaits,2
Edible crustacean ,shrimp,1
Madagascan primate ,lemur,1
"Pest, pain in the neck ",nuisance,1
Justice should hold these evenly ,scales,1
Children's equestrian event ,gymkhana,9
Conceivable,possible,5
European language ,czech,9
Straight ,direct,1
Company emblem ,logo,1
Contagious skin infection,scabies,12
"Dangers, risks ",perils,1
