CLUE,ANS,POS
Motionless ,static,14
Musical speed ,tempo,1
Child of first eight weeks in womb ,embryo,1
Humble ,lowly,3
Aristocratic ,noble,1
Slow tempo ,adagio,1
Sign of the lion ,leo,12
Lifted ,raised,4
Army unit ,regiment,4
Shape produced by curve that crosses itself ,loop,1
Warm and cosy ,snug,1
Cock ,rooster,1
Everlasting ,eternal,1
Over and above ,extra,4
(Of days) in the long distant past! ,olden,11
Distance north or south of the equator ,latitude,1
Primary blue colour in printing ,cyan,1
Sullen in a peevish way,petulant,6
