CLUE,ANS,POS,FOUND IN
"Refuse, litter ",rubbish,8,Unwanted rubbish
Merchandise ,wares,6,Retail wares
Baby's bed ,cot,2,Nursery cot
Gentle - bland,mild,1,"Insubstantial: Lacking substance or vigor, mirroring the light touch implied by ""gentle"" and the mild nature suggested by ""bland."""
Fleshy part of the ear ,lobe,4,Earlobe
Son of a sovereign ,prince,1,Prince regent
Jaffa-bearing growth ,orange tree,1,Orange tree cultivation
Drag along behind ,tow,12,Stick to it (metaphorical usage: maintaining focus and effort towards achieving something)
"Laurel and Hardy, . . . . and Ollie ",stan,1,Stan Laurel
Imaginary place of maximum badness,dystopia,1,"Dystopia - a fictional, bleak future society characterized by oppression and suffering."
Contended or debated ,argued,6,Argued upon
Drive ,motor,2,Motoring forward
Yorkshire river ,ure,8,Ure (part of the larger River Ure system in Yorkshire)
Outlook or aspect ,prospect,1,Perspective on future prospects
