CLUE,ANS,POS
Ravine ,canyon,3
Very light gas ,helium,1
Endeavours ,attempts,2
Conference participant ,attendee,1
Dot-dash signalling ,morse code,1
Small ingenious device ,gadget,1
"Ballroom dance, originally from Germany",waltz,1
Constantly changing ,dynamic,7
"Small, particular part ",detail,3
Science of soil and crops ,agronomy,1
Unsightly ,ugly,2
Military group ,platoon,5
Winter sport where stones are slid towards a target,curling,1
"Roman Emperor, d. 117",trajan,1
Family relative ,nephew,6
Oneness,unity,1
