CLUE,ANS,POS
Picture dyed into the skin ,tattoo,1
Ravine ,canyon,2
Very light gas ,helium,2
Rutland town ,oakham,1
Parasites ,leeches,7
Cab ,taxi,1
Give to a good cause ,donate,1
Conference participant ,attendee,2
Make certain ,ensure,1
Dot-dash signalling ,morse code,2
Water pitcher ,ewer,9
Noise caused by electrical interference ,static,14
Small ingenious device ,gadget,1
"Ballroom dance, originally from Germany",waltz,1
Constantly changing ,dynamic,5
Unsightly ,ugly,1
Reacts verbally ,replies,3
Military group ,platoon,4
Material worn knotted round throat,necktie,1
Cricket fielding position,mid-off,2
Kingdom,monarchy,1
The Garden of Eden ,paradise,1
Family relative ,nephew,10
Oneness,unity,1
