CLUE,ANS,POS
Highly prized flower ,orchid,7
Small birds ,sparrows,2
Clothes fastener of two pieces of cloth that stick ,velcro,5
Primitive rural transport ,oxcart,1
Watering hole,oasis,6
Large flatfish ,turbot,7
"Strict, stark ",severe,1
Passionately dislike,hate,8
Not easy to see or understand ,unclear,10
Throw down the gauntlet,dare,2
Mixed drink ,cocktail,1
Controller of aircraft ,pilot,1
Female sheep ,ewe,2
Eyelash cosmetic ,mascara,1
Capital of Ghana ,accra,1
Racing bird ,pigeon,13
Subatomic particle ,neutron,2
