CLUE,ANS,POS
Heavenly body,comet,5
Ointment ,unguent,10
Pig's foot ,trotter,4
Like a teddy bear? ,cuddly,1
Rider's seat ,saddle,1
Cloak; headland ,cape,5
Shout ,yell,1
Valuable or cherished ,precious,1
Double-reed instrument ,oboe,1
Habituate ,inure,7
Traverse ,cross,11
City of northern Italy ,milan,1
Social insect ,ant,1
"Franz . . . . ., 19th century Hungarian composer and pianist ",liszt,2
Be,exist,1
Colour ,blue,2
Garden implement ,rake,3
Sore ,painful,1
Making clothes ,tailoring,5
Shakes or trembles ,shudders,4
