CLUE,ANS,POS,FOUND IN
Means of help in project ,resource,10,Resources
(Of show) performed by a single person ,one-man,3,One-man show
Adhesive ,glue,2,Gluey material
Ha-ha or peculiar? ,funny,7,Unexpectedly funny (potentially odd)
Vulpine ballroom dance ,fox trot,6,Tango fox trot
Exhales sadly ,sighs,1,Sighs with sorrow
Church's policy ,doctrine,1,Sacred doctrine
Froth ,suds,13,Bubble bath suds
Exhausted,tired,2,Tired out
Herb ,thyme,7,Thyme (herbaceous plant)
Disease of pigs ,swine fever,3,African swine fever (ASF)
Furrow ,groove,2,Grooves
Someone from north of the border? ,scot,19,"Northern province inhabitant (if referring to a specific province like Newfoundland and Labrador or Nova Scotia, which are north of the border but not always synonymous with Canada as a whole)"
Reuse (old ideas) with little improvement ,rehash,9,Rehashed belief
