CLUE,ANS,POS
Favouritism ,bias,2
Baby's plaything,rattle,4
Foreign (from outer space?),alien,1
Keenness for food ,appetite,10
"Bold, audacious ",daring,3
Immature form of an insect ,nymph,5
Orchestral hardware ,instruments,3
Tidy ,neat,1
Luscious ,delectable,2
Profound ,deep,1
Resembling soil,earthy,2
Refusal to accept an unpalatable truth ,denial,1
Altered ,adapted,6
Perfect for the purpose ,ideal,1
Layperson ,amateur,5
Comfy seat ,armchair,10
New York City borough,brooklyn,2
