CLUE,ANS,POS
Edict ,decree,6
Turnaround,reversal,1
Holy ,divine,2
Hereditarily-ruled Channel Island ,sark,2
Trial ,hearing,8
Secret - mysterious,arcane,12
Close by,adjacent,2
"Adulterated, tainted ",impure,6
Motor vehicle for the seashore ,beach buggy,1
Fleet commander,admiral,2
The official who ensures fair play ,referee,2
Process of ending ,cessation,2
One who compensates (another) for harm or loss ,indemnifier,1
T; Argentinian dance ,tango,1
Christmas decoration ,tinsel,4
Supporter or fan ,admirer,3
Go away ,depart,1
Police rank ,superintendent,11
Fortress,castle,20
Feeling guilt or remorse ,ashamed,6
