CLUE,ANS,POS
Last-born ,youngest,3
Raised band ,ridge,1
Veil worn by Muslim women,chador,3
Fish; edible cactus ,tuna,5
Put off ,delay,3
Without resistance or other contenders ,unopposed,1
One end of Earth's axis ,north pole,2
Flat highland ,plateau,1
"'Corpulent, round (6)' ",rotund,18
Long and hard journey ,trek,4
Sorrow ,grief,1
Deep sadness ,sorrow,2
First meal ,breakfast,1
Not on ,off,8
Bet ,wager,2
In the shape of a helix ,spiral,1
"Contemplates, considers ",reflects,1
Relating to atomic energy ,nuclear,1
Reach,attain,9
