CLUE,ANS,POS
Ancient stringed instrument ,lyre,1
Drinker's paunch ,beer belly,2
Desert in China/Mongolia; cauliflower (Ind.) ,gobi,1
Formal dress ,attire,1
"Distinguished, prominent ",eminent,1
Working the land ,tilling,3
Celestial body of hot gases ,star,2
Soldier in a light cavalry regiment ,hussar,2
Pursue,chase,1
No speed required for poetic metrical foot ,spondee,6
Devil ,demon,3
"Guard, keeper ",warden,4
Life-supporting gas ,oxygen,1
Jupiter is one ,planet,2
Irrational fear ,phobia,1
Thoroughfare ,avenue,3
Those fully grown ,adults,1
Boasted or bragged ,vaunted,5
Grain-stores ,silos,2
