CLUE,ANS,POS,FOUND IN
Lock openers ,keys,3,Access without keys
Long-winded ,prolix,2,Prolixity
The art of growing ornamental dwarfed plants ,bonsai,4,Bonsai cultivation
Avoided dealing with ,shirked,20,Shirked the task or responsibility involved in dealing with a situation.
(Usually) fizzy drink ,lemonade,6,Lively lemonade (when naturally carbonated)
Of regions around the North Pole ,arctic,1,Arctic Circle
Spread; improvise (jazz) ,jam,6,Creative jamming
Chair of the monarch ,throne,2,Royal throne sitter
Admission ,entry,3,Entryway
Sea between Italy and former Yugoslavia ,adriatic,1,Adriatic Gulf
Joint of the body ,shoulder,12,Scapula (shoulder blade)
100 years ,century,1,Century mark
Hitch ,snag,9,Snag or hitch (as in an unexpected problem)
Interval of quiet,lull,10,Softened lull
Fossilised resin ,amber,1,"Amber - Natural fossilized tree resin, renowned for trapping insects in ancient times."
Graduates of a college ,alumni,1,College alumni
Ornament with slightly raised pattern,emboss,1,Embossed
Immediate ,instant,1,Instantaneous
Short-long metric foot ,iamb,1,Iambic
