CLUE,ANS,POS
Living in trees ,arboreal,1
Language widespread in East Africa ,swahili,1
Author of Lady Chatterley's Lover,lawrence,1
The 50th state ,hawaii,2
Rush - a job for life?,career,1
Clean and orderly ,tidy,1
"Southern African kingdom, capital Mbabane ",swaziland,1
West African country ,ghana,7
Ancient Greek with weak heel ,achilles,1
Make uncomfortable,embarrass,9
Pirates' flag ,jolly roger,1
Gifts ,presents,1
Brought back to original condition ,restored,3
Fall down ,tumble,5
River in central Italy ,arno,3
Earth (Latin) ,terra,1
Comparable ,similar,1
Musical drama ,opera,1
Heavenly being ,angel,1
Chances ,odds,4
Very unkind,cruel,1
