CLUE,ANS,POS,FOUND IN
"- Blyton, children's writer ",enid,1,Enid Blyton
Specialised school,academy,1,"STEM academy (Science, Technology, Engineering, Mathematics)"
Narrow runner for the snow ,ski,3,Cross-country ski groove
"Plead, implore ",beg,1,Begging
Statement of transactions and costs ,account,5,Accounting record
"Metal, symbol Cr ",chromium,9,Chromium plating (chromium electroplating)
One who sells betting advice ,tipster,5,Tipster expert
"English poet, diplomat and customs official ",chaucer,1,Geoffrey Chaucer
Miss,skip,17,Skip (to omit or fail to include something)
Large water lily ,lotus,9,Colossal Lotus (though technically not a water lily)
Vedic hymn ,mantra,2,Mantra chanting
