CLUE,ANS,POS
Work done on furniture,upholstery,6
Flowerless plants with feathery green leaves  ,ferns,1
Serious ,grave,2
Notable ,famous,11
Indian currency ,rupee,1
Medicinal extract in a solution of alcohol,tincture,1
Physical aggression ,violence,1
Anger ,ire,3
Minute particle ,atom,7
Sit Cyril down - he's a songwriter ,lyricist,2
Embryo's outermost layer of cells ,ectoderm,2
Boundless ,unlimited,4
Boast ,brag,2
Next to ,beside,1
"Eg, Riga natives ",latvians,1
Monetary unit in S Africa ,rand,1
The science of the earth's crust ,geology,1
Honest ,upright,17
Answerable ,liable,3
Germanic ,teutonic,1
"'Preliminary test of how something works (5,3)' ",trial run,2
Period of time,era,1
Small pill or lozenge ,tablet,1
Object ,article,3
Embellish ,decorate,2
Improbable ,unlikely,1
Sound loudly ,blare,1
Going out with ,dating,4
River at Bath ,avon,1
Ingenuous ,naive,1
Material for making inner walls,plasterboard,2
Distance from the surface to the bottom ,depth,1
Acid-tasting salad leaf ,sorrel,1
Frequented by a ghost ,haunted,1
