CLUE,ANS,POS
Kingdom ,realm,5
"Japanese dish, often cooked at table",sukiyaki,2
Break loose - flight,escape,1
Funfair ,carnival,2
Assist or encourage ,abet,1
Treeless Arctic region ,tundra,1
Equipped with weapons ,armed,3
Capable to be read ,legible,8
Carry ,bear,1
Prolong ,protract,3
Indian city ,delhi,4
Immature insect ,larva,18
"Strength, vitality ",energy,7
Seafarer ,mariner,1
He's the one owed the money ,creditor,2
Mad dog disease ,rabies,1
Find - remnant of something,trace,1
Skull ,cranium,1
Make a speech ,orate,8
Relating to vision ,optic,1
