CLUE,ANS,POS,FOUND IN
Step on ladder ,rung,7,Rung walker
Storage surfaces ,shelves,5,Bookshelves
Fully grown ,mature,1,Matured
Call before a court to answer an indictment ,arraign,17,Arraignment preparation
Respond too strongly ,overreact,1,Overreacting excessively
Cambridge college ,emmanuel,7,"Emmanuel College, Cambridge"
Take a loan of ,borrow,1,Borrow money from a financial institution
A rugby score ,try,1,Try: A rugby scoring play where the ball is grounded between the opponent's goal posts; equivalent to a touchdown in American football.
Piece of chocolate cake ,brownie,13,Brownie aesthetic (similar taste and texture to some chocolate cake variations)
Shouts of approval ,cheers,18,Resonant cheers
Wickedness ,evil,2,Evil deeds
Dark blue university?,oxford,1,"Royal University (referring to the University of Oxford, which has a darker shade of blue in its emblems)"
Ditty,song,2,Lively song
Opera by Bizet ,carmen,1,Carmen's Tale
Complete outfit - group of musicians,ensemble,5,Band ensemble
Portions of a circle ,arcs,15,"Arcs (specifically, minor arcs for smaller sections)"
Bar parlour - comfortably placed ,snug,13,Snug corner
