CLUE,ANS,POS
Hot dusty wind ,sirocco,1
Slaughterhouse ,abattoir,1
"Animate, encourage",inspire,1
Seize one's opportunities while one can ,strike while the iron is hot,2
Fruit tree trained to grow against a wall ,espalier,1
Devastate ,ravage,5
Item of footwear ,shoe,1
Magnify,enlarge,1
Lifting machines and wading birds ,cranes,1
Chess piece and one of the clergy ,bishop,1
"'Go ___ , young man' ",west,1
Big and roomy ,spacious,1
Pig's noise,oink,1
Dauntless,unafraid,7
"Fingers, toes and numbers ",digits,1
Strain ,tension,1
"Omar --, film actor ",sharif,7
Ethical ,moral,1
Land of the tzars ,russia,1
Fraudulent medical practice ,quackery,1
American poet and mystery writer,edgar allan poe,1
Part of the eye ,retina,5
Deep red gem stone ,garnet,2
Antipodean country ,new zealand,2
