CLUE,ANS,POS
Quite obvious and clear ,evident,5
Blacksmith's block ,anvil,1
Tiered ,layered,1
Ending of film ,denouement,5
Bone in lower leg ,tibia,1
Requiring speedy action,urgent,1
Self-centred ,egocentric,1
"Alters, makes right ",amends,2
False god ,idol,1
Afternoon nap ,siesta,1
Ship's smokestack ,funnel,1
"Cotton, slave, estate ",plantation,1
Shellfish ,shrimp,7
Sikh headdress ,turban,2
Citrus fruit ,lime,3
Fast American dance,jive,6
Group of people behaving like sheep? ,herd,2
"Notable, full of incidents ",eventful,1
