CLUE,ANS,OUTPUT
To make or mend hastily ,run up,"['Tweak', 'Amend', 'Revise', 'Adjust', 'Modify', 'Alter', 'Tweak', 'Fix', 'Rectify', 'Improve', 'Enhance', 'Overhaul', 'Reform', 'Update', 'Refine', 'Revamp', 'Rework', 'Change', 'Transform', 'Restructure']"
Small restaurant ,cafe,"['Bistro', 'Café', 'Eatery', 'Gourmet', 'Hangout', 'Grillhouse', 'Snackbar', 'Trattoria', 'Thai bistro', 'Italian joint', 'Pizzeria', 'Sushi bar', 'Burger shack', 'Taco stand', 'Crab house', 'Fish & Chips shop', 'BBQ diner', 'Pub grub', 'Seafood spot', 'Deli counter']"
Acknowledgments of payment ,receipts,"['Receipt', 'Invoice', 'Check', 'Payment confirmation', 'Bill', 'Ledger', 'Statement', 'Cheque', 'Bank statement', 'Disbursement', 'Reimbursement', 'Remittance', 'Collections', 'Payroll', 'Debit note', 'Credit note', 'Advance payment acknowledgement', 'Installment receivable statement', 'Clearing slip', 'Transaction record']"
Become foul (water) ,stagnate,"['Putrid', 'Fetid', 'Pestilent', 'Stinky', 'Malodorous', 'Noxious', 'Decaying', 'Rancid', 'Vile', 'Offensive', 'Unpalatable', 'Degraded', 'Baneful', 'Smelly', 'Corrupt (referring to polluted water)', 'Tainted ', 'Polluted', 'Contaminated', 'Foul-smelling', 'Musty']"
In each other's company ,together,"['Companionship', 'Acquaintance', 'Association', 'Cohabitation', 'Congregation', 'Colleague', 'Couplet', 'Duo', 'Duet', 'Fellowship', 'Gathering', 'Group', 'Partnership', 'Pairing', 'Relationship', 'Society', 'Team', 'Troop', 'Union', 'Vendor (in a business partnership)']"
"Force, pressurise ",coerce,"['Impact - The action of one object coming forcibly into contact with another.', 'Compression - A method used to reduce or squeeze the volume and density of a substance by applying pressure.', 'Tension - Forward force applied equally on opposite sides, causing stretching.', 'Push - To exert force in order to move something away from oneself.', 'Squeeze - To compress or apply pressure with the fingers or hands.', 'Pressure - The amount of force exerted over a specific area; it can be applied by weight, volume, or temperature.', 'Hammering - Striking something repeatedly to shape it or cause damage using a hammer.', 'Crumpling - To crush and deform an object into small, irregular pieces with forceful action.', 'Crushing - The act of applying great pressure until something breaks or is destroyed.', 'Tamping - Compressing soil, cement, or other material by using a tamping tool.', 'Exertion - Applying physical effort to achieve a particular result; it can involve forceful actions.', 'Compaction - The process of applying pressure to reduce the volume and density of a substance, often in soil or waste materials.', ""Clenching - Gripping an object tightly with one's fists or teeth as if under great stress."", 'Jackhammer - A pneumatic tool used for breaking up concrete and pavement by delivering repeated blows.', 'Vibration - An oscillating force that causes objects to move back and forth rapidly, often due to pressing action.', 'Squash - To press something down or flatten it with force, usually using hands.', 'Fold - A bending movement where one part of an object is brought upon itself creating a crease.', 'Exertion - An act of applying physical effort to achieve a particular result; can involve forceful actions and pressure.', 'Compelling - To make something happen or persuade someone by using strong force or influence.', 'Driving - Applying continuous forward force, often with an object in motion such as wheels on the ground, to move it from one place to another.']"
See 5,hemingway,"['Quincunx - A symbol consisting of five arranged in the shape of a cross, with four dots at the vertices and one in the center.', 'Pentagram - An enneagram (five-pointed star) often used for mystical or spiritual purposes.', 'Quintet - A group of five musicians performing together.', 'Quinary - Pertaining to a number system based on 5, instead of the standard decimal base of ten.', 'Fivescore - An old term referring to the number fifty (10 groups of five).', ""Quintessential - Representing the most perfect or typical example of a class or category; in some contexts, it refers to something related to 'five' essences."", 'Quinary - A numeral system based on 5 as its base and includes digits from zero through four (0-4).', 'Pentaillion - An uncommon word for a group of five stars forming a constellation, although not widely used.', 'Pentadactyl - Refers to an organism having limbs with five digits, such as humans and other primates.', 'Quindecimvir - A term referring to the highest elected official in ancient Roman republic; originally meant a member of fifteen, but later referred to groups or bodies composed of fifteen members', ""Quintessence - The most perfect embodiment of a thing, concept, or quality, often associated with 'five essences' in some historical contexts."", 'Quinquereme - An ancient naval warship that had five rows of oars on each side and typically carried 30 marines for combat purposes.', 'Pentarchy - A group of five powerful entities, such as the highest ranking bishops in Eastern Orthodox Christianity or the five most influential cities in a specific region.', 'Quintuplet - One of a set of five offspring born at the same time from one birth; also used to describe any collection of five items.', 'Five-pointed star (or pentagram) - A symbol with five points, often representing spiritual or mystical concepts and found in various cultures and belief systems worldwide.', 'Quintuplet - One of a group of five siblings born at the same time; can also be used to describe any collection of five items.', ""Penta - A prefix derived from 'pentagon,' which means having five sides, and is often used in words related to numbers or quantities involving the number five (e.g., pentavalent)."", 'Quinary phase - Refers to a stage or period of development that involves changes concerning five-fold patterns, structures, or principles.', 'Pentagramic - Referring to any object, shape, or design related to the five-pointed star (pentagram) or having characteristics associated with it.', 'Quindecim - A Latin term meaning fifteen; sometimes used in historical contexts where a group of fifteen people was referred to as quindecim, though not commonly linked specifically to the number five itself.']"
Plant of bellflower family ,lobelia,"['Bellis (common name for daisy)', 'Campanula (bellflower genus)', 'Canterbury bells', 'Harebell (bluebell)', 'Blue star (Carpenteria californica)', 'Carnation (Dianthus caryophyllus)', 'Chicory (Cichorium intybus)', 'Pansy (Viola tricolor)', 'Windflower (Anemone sylvestris)', 'Snapdragon (Antirrhinum majus)', 'Bellis annua (common annual daisy)', 'Camassia quamash (quamash or Indian hyacinth)', 'Lesser celandine (Ficaria verna)', 'Oxalis (wood sorrel genus)', 'Sweet woodruff (Galium odoratum)', 'Blue forget-me-not (Myosotis sylvatica)', 'Star of Bethlehem (Ornithogalum umbellatum)', 'Pincushion flower (Scabiosa atropurpurea)', 'Foxglove beardtongue (Penstemon barbatus)', ""Red star tulip (Tulipa gesneriana 'Red Star')""]"
Abdominal pain ,colic,"['Stomachache', 'Gastritis', 'Gastroenteritis', 'Appendicitis', 'Diverticulitis', 'Ileus', 'Pancreatitis', 'Colitis', ""Crohn's disease"", 'Ulcerative colitis', 'Gallstones', 'Kidney stones', 'Bowel obstruction', 'Hernia (inguinal or umbilical)', 'Ovarian cyst pain', 'Ectopic pregnancy pain', 'Peptic ulcer disease', 'Mesenteric ischemia', 'Inflammateory bowel disease (IBD)', 'Peritonitis']"
Relating to hearing ,aural,"['Auditory', 'Sound', 'Ear', 'Hearing', 'Decibel', 'Ears', 'Acoustics', 'Sonar', 'Echo', 'Resonance', 'Frequency', 'Amplitude', 'Noise', 'Silence', 'Whisper', 'Buzzing', 'Muffled', 'Siren', 'Loudspeaker', 'Earwax']"
