CLUE,ANS,POS
Disparagement ,denigration,8
Magnetic force ,attraction,10
Chief Norse god ,odin,1
Harshly grating ,rasping,1
Capital of Japan,tokyo,1
Powerful portable radio and cassette player ,boombox,1
Dismantle ,take apart,3
Hole in tooth ,cavity,1
High official in former Ottoman Empire ,vizier,2
Fossilised resin used in jewellery,amber,1
Male sex hormone,testosterone,1
V as a numeral ,five,1
Relating to punishment ,penal,2
Evacuation ,exodus,3
Yellowish fossil resin ,amber,2
Actor's part ,role,5
In a secret manner ,clandestinely,4
Very appropriate ,apposite,14
