CLUE,ANS,POS
Professional misconduct,malpractice,1
Stuck-up ,snobbish,3
Responsibility or burden ,onus,3
Ancient two-handled jar ,amphora,1
One wearing clothing typical of the opposite sex ,cross-dresser,1
State of being held prisoner ,captivity,1
Brilliant - dazzling,scintillating,20
Underneath ,below,2
Nothingness ,nullity,5
Dessert ,pudding,1
Group of things that belong together ,set,5
More ill ,sicker,1
Anticipate ,foresee,4
Small leaflet ,pamphlet,1
Gesture expressing unconcern,shrug,1
Mistake ,error,3
Belgian city,antwerp,2
