CLUE,ANS,POS
Very loud and shrill,ear-splitting,16
Shrewd ,canny,16
Difficult and tiring,arduous,1
Young hens,pullets,1
Total lack of movement,stasis,5
City thoroughfare ,street,2
Godparent ,sponsor,2
Clarified butter,ghee,1
A really foul smell ,stench,2
Cherubic,angelic,1
Get on - governing body ,board,1
Alphabetical list ,index,3
State of equilibrium ,balance,1
Horrific experience ,ordeal,5
Vegetable ,pea,15
Beyond normal limits ,excessive,1
Instructions for cooking ,recipe,1
One of the Twelve Apostles ,thomas,6
Fomenter of unrest ,agitator,1
Church minister's house ,manse,4
Asian republic ,laos,11
Outdoes,trumps,9
One more time ,again,1
Leave out ,omit,2
Person of great strength -- moon of Saturn ,titan,4
