CLUE,ANS,POS
Cease ,stop,1
Totally ,utterly,7
Fit out ,equip,1
Young swan ,cygnet,1
"Solicitor, for example ",lawyer,1
Stood against a force,resisted,1
One eighth of a gallon ,pint,2
Diddly-squat ,zilch,10
"Arranging for continuation of, say, membership ",renewing,1
"Unpredictable, temperamental",erratic,3
Small water swirls ,eddies,1
Unmarried man ,bachelor,1
Building with many storeys,high-rise,1
Commercial vehicle ,van,4
Wooden or wire barrier ,fence,1
Subject ,topic,1
Bacterium causing sore throats etc ,streptococcus,1
Puffed up with vanity ,pompous,12
