CLUE,ANS,POS,FOUND IN
"Prospect, view",vista,8,Scenic vista
"Levy, inflict ",impose,2,Imposed fines
Underground cemetery ,catacomb,12,Catacombs (specifically associated with ancient underground burials)
Boast ,brag,2,Braggingly brag
Of scientists involved in legal investigations,forensic,1,Forensic Scientist
Forgive ,excuse,2,Excuseable
Shelter (for ships),haven,20,Navigational haven
Ball game ,tennis,3,Tennis ball
One consuming ,eater,1,Voracious eater
Spring back ,bounce,3,Bounce-back ability
Concave - sunken ,hollow,3,Hollowed out
