CLUE,ANS,POS
Calculate approximately ,estimate,1
Breastbone ,sternum,1
Frustrated and foiled ,thwarted,1
Aperture or opportunity ,opening,3
Wooden hammer ,mallet,1
Direction of the rising sun ,east,1
The defendant ,accused,1
Put up with ,tolerate,1
Slightly drunk ,tipsy,1
Distance from equator measured in degrees ,latitude,1
Little Bighorn general ,custer,1
Annoy or irritate ,irk,1
Improvement in quality ,enhancement,1
Good enough ,adequate,2
A facial twitch ,tic,1
Fragrance,aroma,3
Old ,ancient,3
Appetizers in an Italian meal ,antipasto,1
