CLUE,ANS,POS,FOUND IN
Hate ,loathe,3,Loathe profoundly
Hindu or Sikh teacher ,guru,1,"Guruji - commonly used in India as a respectful term for spiritual teachers within both Hinduism and Sikhism, although its usage is more prevalent among the broader Indian populace rather than strictly religious contexts."
Rough drawing ,sketch,1,"A crude sketch with basic shapes, outlines, and approximate proportions"
Continuous dull pain ,ache,2,Persistent ache
Heights occupied by Israel ,golan,1,"Occupied Territories: Refers to land in the Middle East that is under Israeli control, including West Bank and Golan Heights."
Nearer in space or time ,closer,1,Closer proximity
National song ,anthem,1,Patriotic anthem
"Activate, wake up ",rouse,5,Rouse from slumber
Strip ,undress,4,Undressed
Climbing plant ,ivy,18,"Wall-crawler (referring to ivy, for example)"
