CLUE,ANS,POS,FOUND IN
"Henrik -, dramatist from fourteen down (Hedda Gabler) ",ibsen,7,Henrik Ibsen aficionado
Exclude from society ,ostracise,5,Ostracised
"Covered ground qith mixtureof straw, leaves etc ",mulched,1,Mulched area
Darkness ,night,1,Nighttime
Card game - pontoon - couple,bridge,9,Bridge buddies
Smithy ,forge,2,Forge area
Female singing voice ,alto,1,"Countertenor (male alto-like range, but sometimes used metapranomymously for a female voice with similar qualities)"
Level or smooth ,even,1,Even-surfaced
Business that serves other businesses ,agency,5,Vendor management agency
Cruel dictator ,despot,2,Despotic ruler
Entrust with secret ,confide,1,Confide in discretion
Vigour ,energy,12,High energy levels
Viral disease causing paralysis ,polio,1,Poliomyelitis
Sudden rush,surge,12,Adrenaline surge
Visit casually ,drop in,11,Drop in unannounced
"Intermission, during a play say ",interval,10,Performance interval
Upper-body armour piece ,cuirass,12,"Cuirass (full-body armor covering torso, indirectly related to upper body)"
Slow a vehicle ,brake,4,Apply brakes
"Very old English cop, or spud scraper ",peeler,3,"Old-timey peeler (vintage design of a vegetable peeler, which can be used on potatoes)"
Large snake ,boa,3,Boa constrictor
Enquire,ask,1,Ask about
"Funny, droll ",comic,15,Comical observation
Small dark-purple plum ,damson,3,"Damson plum (damsons have a deep, nearly purple skin when ripe; however, they might not be as commonly known for being ""small"" in the context of crosswords)"
"Detect, be aware of ",sense,14,Sense of alertness
Dead or dilatory ,late,8,Idle (indirectly related)
Loft ,attic,1,Attic bedroom
"Wry, sarcastic",ironic,2,Ironical
Artificial fibre ,nylon,10,Nylon (strong and elastic synthetic fiber)
"Hi, howdy ",hello,3,Informal hello
