CLUE,ANS,POS
Animal collection ,zoo,1
Band of colours in a rainbow ,spectrum,1
"Barricade, railing ",barrier,3
Gambling game ,roulette,11
Capable of lasting ,durable,1
Seat; fish ,perch,20
Flower arrangement ,bouquet,1
Monster of Crete,minotaur,1
Side of London associated with Cockneys ,east end,1
A soft white cheese ,brie,1
Circular frame with spokes,wheel,1
The concluding part of a performance ,finale,2
Climb ,ascend,1
Charlotte Bronte novel ,jane eyre,1
Oriental mushroom; E ikon (anag.) ,enoki,2
