CLUE,ANS,POS
Internal framework ,skeleton,1
Highly skilled musician ,virtuoso,2
Long heroic story ,saga,2
Betrayal of a trust ,treachery,1
Manipulate; manage ,handle,3
Pulled along roughly ,dragged,3
Patron or backer ,sponsor,3
Low dam ,weir,7
Knee-cap ,patella,1
A clairvoyant ,seer,2
Official ban on trade ,embargo,1
Cry like a wolf,howl,2
Chess piece ,knight,3
Xylophone-like instr. ,marimba,2
A one-storey dwelling house ,bungalow,2
Tribe ,clan,1
Eye inflammation ,iritis,4
Heavenly body,comet,4
Ointment ,unguent,3
Pig's foot ,trotter,4
Like a teddy bear? ,cuddly,1
Someone learning to paint ,art student,2
Rider's seat ,saddle,1
Shout ,yell,2
Brief; abrupt ,terse,9
Double-reed instrument ,oboe,3
City of northern Italy ,milan,1
Social insect ,ant,1
"Franz . . . . ., 19th century Hungarian composer and pianist ",liszt,2
Cleric ranking just below a priest in Christian churches,deacon,1
Seeming ,apparent,15
Colour ,blue,2
"- Garbo, Swed. actress ",greta,1
Sore ,painful,6
Making clothes ,tailoring,2
