CLUE,ANS,POS
Uncooked ,raw,1
Incorporeal being ,spirit,2
Fine fabric ,silk,1
Informal conversation ,chat,1
"Find, or establish in particular place ",locate,1
Dairy product ,cheese,2
Comprehended ,understood,1
City on the Danube ,belgrade,3
Relation by marriage ,in-law,1
Huge ,gigantic,3
Assembly for discussion ,conference,10
Coniferous tree ,larch,5
Uncontrollable muscle contractions ,spasms,2
Home made of blocks of snow ,igloo,1
Unique designation in radio communications ,call sign,1
Creator of ceramics ,potter,1
Merciful ,lenient,9
Hereditary molecule ,gene,2
String quartet instrument,cello,3
"TV's USS Enterprise, for instance ",starship,1
He's not involved - just observing ,onlooker,4
Large indefinite number ,myriad,3
