CLUE,ANS,POS,FOUND IN
"'Almost but not completely accurate, in short (6)' ",approx,1,Approximate
Point ,tip,5,"Tip - A pointed end, such as that of an iceberg or pencil."
Exclamation of making a blunder ,oops,1,Oops!
Annual starting point ,new year,2,New Year's Day
"Lean, part of foot ",heel,14,"Subtalar joint - The articulation between the talus bone of the ankle and the calcaneus (heel bone), which allows for inversion and eversion movements of the foot"
Squeeze into less space ,compress,6,Compressed
Director of publication ,editor,1,Editor-in-Chief
Merged into one,united,6,Amalgamated - united and blended especially in a morally questionable way.
Rose fruit ,hip,1,"Hip - A type of rose's hip, often used in culinary applications or as dried decorations."
Extremely wicked ,evil,18,Evil-hearted
Magpie ,hoarder,7,Hoarder - A person prone to accumulating and hiding large amounts of items.
Reduce by a factor of two ,halve,1,"Halve - To divide something into two equal parts or by half its original size, amount, or value."
Medieval weapon or kind of spice ,mace,4,Mace (Weapon)
Surviving fragment,remnant,3,"Remnant - An item remaining after a larger whole has been destroyed, lost, or used."
