CLUE,ANS,POS
Town in county Fermanagh ,enniskillen,1
Emitting moisture in the form of vapour ,steaming,2
It attaches tissue to bone ,tendon,3
Woman's bedroom ,boudoir,1
Holy ,divine,2
Number of players in a doubles game,four,1
Hereditarily-ruled Channel Island ,sark,5
Betting ,wagering,3
Secret - mysterious,arcane,9
Close by,adjacent,2
Line of stakes as a defence,palisade,1
Band of contrasting colour ,stripe,1
Motor vehicle for the seashore ,beach buggy,1
Fleet commander,admiral,1
The official who ensures fair play ,referee,3
Dispossess ,deprive,6
Process of ending ,cessation,12
