CLUE,ANS,POS
Grossly overweight ,obese,1
"In music, below the correct pitch ",flat,1
Ancient vehicle ,chariot,1
Golf ball support,tee,1
"Austere, serious ",severe,4
Journey by water or through space ,voyage,1
"Burning, corrosive ",caustic,2
Ballroom dance,waltz,1
Place in peril ,endanger,1
Apparatus for heating,radiator,11
Region of NE France bordering on English channel ,normandy,1
Most lofty ,highest,2
Thieving intruder ,burglar,1
"Prediction, of weather perhaps ",forecast,1
Birdsong ,tweet,3
Novel by Louisa May Alcott ,little women,1
At less than normal speed ,slowly,1
Public speaker ,orator,1
