CLUE,ANS,POS,FOUND IN
Italian cured pork ,pancetta,13,Pancetta (cured pork belly)
"Collection of facts, information ",data,1,Data points
Tourist attraction of Rome ,colosseum,2,The Colosseum: This ancient amphitheater is one of Rome's most iconic landmarks and a must-visit attraction
Consent ,agree,1,Agreement
Broad prospect ,vista,5,Open vista
Devours - food,eats,7,Gastronomically defeats
Swedish astronomer who devised temperature scale ,celsius,1,"Celsius was born in 1701 in Uppsala, Sweden and studied at the University of Uppsala before traveling to Europe to continue his education"
"Ransack, plunder ",loot,1,Looted
Unite ,join,1,Join forces
"Support, large mammal ",bear,6,Bear (brown or black)
