CLUE,ANS,POS,FOUND IN
Small restaurant ,cafe,13,Compact cafe
Consent ,agree,1,Agreed willingly
In each other's company ,together,20,Kinfolk (familial relations spending time together)
Relating to hearing ,aural,17,Binaural beats
Exposed to view ,opened,13,Opened up
Coats on Mexican tortilla dishes ,tacos,8,Carnitas tacos topping
Devours - food,eats,5,Eats voraciously
Swedish astronomer who devised temperature scale ,celsius,1,Anders Celsius
Minutiae ,trivia,9,Lingering trivialities
Ten years,decade,1,A decade-long period
"Ransack, plunder ",loot,4,Looting
Unite ,join,5,Join forces
