CLUE,ANS,POS
Military signal to wake up ,reveille,1
Slope ,incline,1
The Devil ,satan,3
UK capital ,london,1
Heavenly being ,angel,1
Lessen the gravity of ,mitigate,9
17th century English poet and dramatist ,dryden,1
Traditionally the author of the third Gospel ,luke,1
Landed property ,estate,1
Sofa ,settee,2
Houses of Parliament borough ,westminster,1
Wind-borne toy ,kite,1
Fabric from fine goat's wool ,cashmere,2
Mistake ,error,2
Material of pre-vinyl rpm records,shellac,1
Not satisfactory,unacceptable,2
Elderly Russian woman ,babushka,1
Bleach ,whiten,10
Person in charge of convent ,abbess,1
One's position or stance ,attitude,1
Powerful deep-chested dogs ,mastiffs,1
