CLUE,ANS,POS
Chemically inactive ,inert,1
Water transport provider ,boatman,1
One takes pleasure in inflicting pain ,sadist,1
King Arthur's court - or JFK's ,camelot,1
Paradise ,eden,1
"Claude --, French artist ",monet,1
"Pass through fine openings, like coffee say ",percolate,5
Whistle - hit ,blow,2
Potion once thought to prolong life ,elixir,1
Study of the stars and planets ,astronomy,1
Element that gives a red glow in a vacuum tube,neon,1
Struck lightly ,tapped,1
Aircraft pilot ,aviator,11
Involuntary convulsive movements ,spasms,1
County of northwest Ireland ,sligo,4
Four-sided regular polygon ,square,1
Clairvoyant ,medium,12
Timetable ,schedule,1
Locality ,district,6
Self-respect,dignity,4
Watcher ,observer,1
Daddy of the crooners . . . . Crosby ,bing,1
Rash boldness ,temerity,18
Top or highest point ,acme,6
"Tool for moving, earth say ",shovel,1
"Reckoned, took to be the case ",supposed,3
Straw hat ,boater,3
South American republic ,ecuador,5
Style of Indian cooking ,tandoori,2
Influenced,affected,1
Be wrong about ,misjudge,12
Forty winks ,nap,4
Competitor who finishes second ,runner-up,1
Onlooker ,viewer,2
Unpaid performer ,amateur,2
Relating to stars ,stellar,6
Welcome enthusiastically,acclaim,5
Carefully consider ,ponder,2
Fake ,faux,11
"Demon, fiend ",ogre,4
Scruffy ,unkempt,4
