CLUE,ANS,POS,FOUND IN
Book published once a year ,annual,1,Annual publication
"Succeed, flourish ",prosper,1,Prosperous
Hopeful lover?,admirer,12,Passionate admirer
Baseball player - bowl,pitcher,1,"Pitcher's mound (metaphorically related as the ""bowling"" spot for a pitcher)"
Current affairs ,news,4,Trade agreements news
Traveller not driving ,passenger,1,Passenger-only
Pointed tool for writing ,stylus,10,Stylus (digital writing tool)
Hillock ,knoll,13,Earth knoll
Expectant with fear or suspense,with bated breath,18,"With bated breath, awaiting a revelation"
Ought to ,should,1,Should have
Swelling of a blood vessel,aneurysm,12,Aneurysm (if localized swelling of a blood vessel wall)
Long narrow range of hills ,ridge,3,Craggy ridge
Acid - rancid,sour,1,Souring
