CLUE,ANS,POS
Ignorant (of) ,unaware,1
Large wall painting,mural,2
Tragic prince of Elsinore ,hamlet,1
Made smaller ,reduced,2
Male singing voice ,baritone,2
Ridicule ,deride,4
Greek island ,rhodes,3
"Muse, mull over ",consider,5
Pigment made from clay and iron oxide ,ochre,1
"Surrounding, on all sides - light or temperature ",ambient,1
"Incidents, occasions ",events,1
Remove rind ,peel,1
Curved under-parts of the feet ,arches,5
Divisions of a boxing match ,rounds,1
Defensive earthwork ,dyke,2
Sleepwalker ,somnambulist,1
Stopper - Irish port,cork,2
